campaign_id,source_file,source_sha256,source_ordinal,line_number,scenario,index,source,threads,wake_probes,mode,flags,latency_class,weight,request_ticks,lifecycle,work,service,dispatch,fallback,deadline_miss,wake_samples,wake_max,wake_bucket_0,wake_bucket_1,wake_bucket_2,wake_bucket_3,serial_record_complete,serial_fragmented_line,serial_segment_index,serial_segment_count
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,91,3,2,fresh,1,4,1,7,2,1024,4,3:1,9168,361100,1164,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,93,3,1,fresh,1,4,1,7,2,1024,4,2:2,9016,363754,1144,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,97,16,0,bootstrap,1,0,1,7,3,1024,8,1:1,6208,270849,780,0,0,0,1,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,110,16,2,fresh,1,4,1,7,2,1024,4,3:2,5816,272139,745,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,111,16,3,fresh,1,4,1,7,2,1024,4,4:1,6056,272398,771,0,4,4,3,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,112,16,1,fresh,1,4,1,7,2,1024,4,2:3,6128,273632,784,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,113,16,4,bootstrap,1,0,1,7,3,1024,8,1:1,5824,277711,732,0,0,0,2,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,124,16,6,fresh,1,4,1,7,2,1024,4,3:3,6240,277566,796,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,127,16,7,fresh,1,4,1,7,2,1024,4,4:2,6264,278447,798,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,128,16,5,fresh,1,4,1,7,2,1024,4,2:4,5912,277228,752,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,129,16,8,bootstrap,1,0,1,7,3,1024,8,1:1,5376,273085,677,0,0,0,2,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,142,16,11,fresh,1,4,1,7,2,1024,4,4:3,6040,277304,772,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,143,16,10,fresh,1,4,1,7,2,1024,4,3:4,5936,279356,761,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,144,16,9,fresh,1,4,1,7,2,1024,4,2:5,5600,280849,715,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,145,16,12,bootstrap,1,0,1,7,3,1024,8,1:1,5568,279406,699,0,0,0,2,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,158,16,13,fresh,1,4,1,7,2,1024,4,2:6,5936,282366,760,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,159,16,14,fresh,1,4,1,7,2,1024,4,3:5,5952,281462,766,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,160,16,15,fresh,1,4,1,7,2,1024,4,4:4,6000,280653,767,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,164,4,0,bootstrap,1,0,1,7,3,1024,8,1:1,5888,280408,740,0,0,0,2,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,177,4,1,fresh,1,4,1,7,2,1024,4,2:7,5960,278999,763,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,178,4,2,fresh,1,4,1,7,2,1024,4,3:6,6280,279409,803,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,179,4,3,fresh,1,4,1,7,2,1024,4,4:5,6240,285351,797,0,4,4,3,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,183,44,0,bootstrap,1,0,1,7,3,1024,8,1:1,5888,264707,741,0,0,0,2,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,196,44,3,fresh,1,4,1,7,2,1024,4,4:6,6008,269317,770,0,4,4,3,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,197,44,2,fresh,1,4,1,7,2,1024,4,3:7,6248,271147,798,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-04.txt,6291cde425dbf107b85e545f0427490ab7853bd460383c05ae49831dc641d2c2,4,198,44,1,fresh,4,4,1,7,2,1024,4,2:8,6248,297218,819,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,70,1,0,bootstrap,1,0,1,7,3,1024,8,1:1,33856,1246075,4234,0,0,0,1,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,74,2,0,bootstrap,1,0,1,7,3,1024,8,1:1,6976,561539,877,0,0,0,1,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,79,2,1,fresh,1,4,1,7,2,1024,4,2:1,10496,563815,1327,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,83,3,0,bootstrap,1,0,1,7,3,1024,8,1:1,8512,361126,1068,0,0,0,1,,,,,0,1,0,2
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,92,3,2,fresh,1,4,1,7,2,1024,4,3:1,8944,362093,1135,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,93,3,1,fresh,1,4,1,7,2,1024,4,2:2,8904,362682,1130,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,97,16,0,bootstrap,1,0,1,7,3,1024,8,1:1,6656,262322,836,0,0,0,1,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,109,16,3,fresh,1,4,1,7,2,1024,4,4:1,7032,262073,894,0,4,4,3,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,111,16,2,fresh,1,4,1,7,2,1024,4,3:2,6664,262573,850,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,112,16,1,fresh,1,4,1,7,2,1024,4,2:3,6760,262773,862,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,113,16,4,bootstrap,1,0,1,7,3,1024,8,1:1,5120,280401,643,0,0,0,1,,,,,0,1,0,2
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,126,16,5,fresh,1,4,1,7,2,1024,4,2:4,5656,280198,720,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,127,16,7,fresh,1,4,1,7,2,1024,4,4:2,6056,280226,773,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,128,16,6,fresh,1,4,1,7,2,1024,4,3:3,5672,286914,724,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,129,16,8,bootstrap,1,0,1,7,3,1024,8,1:1,6272,271100,788,0,0,0,2,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,142,16,11,fresh,1,4,1,7,2,1024,4,4:3,6704,273127,858,0,4,4,3,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,143,16,9,fresh,1,4,1,7,2,1024,4,2:5,6352,275371,808,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,144,16,10,fresh,1,4,1,7,2,1024,4,3:4,6472,273715,828,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,145,16,12,bootstrap,1,0,1,7,3,1024,8,1:1,5888,275455,738,0,0,0,2,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,158,16,15,fresh,1,4,1,7,2,1024,4,4:4,6304,278110,810,0,4,4,3,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,159,16,14,fresh,1,4,1,7,2,1024,4,3:5,6224,278303,802,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,160,16,13,fresh,1,4,1,7,2,1024,4,2:6,6128,279023,787,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,164,4,0,bootstrap,1,0,1,7,3,1024,8,1:1,5888,275832,742,0,0,0,2,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,175,4,2,fresh,1,4,1,7,2,1024,4,3:6,5984,277258,768,0,4,4,1,,,,,0,1,0,2
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,178,4,1,fresh,1,4,1,7,2,1024,4,2:7,6064,277443,778,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,179,4,3,fresh,1,4,1,7,2,1024,4,4:5,6056,278628,776,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,183,44,0,bootstrap,1,0,1,7,3,1024,8,1:1,5504,261564,693,0,0,0,2,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,196,44,3,fresh,1,4,1,7,2,1024,4,4:6,5904,260901,756,0,4,4,4,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,197,44,2,fresh,1,4,1,7,2,1024,4,3:7,5904,262043,757,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-05.txt,02dc1f222bcc5d979d4ad55eeb77c5faf3223080b68de71dce029e6adc22de8b,5,198,44,1,fresh,4,4,1,7,2,1024,4,2:8,5624,290562,747,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,70,1,0,bootstrap,1,0,1,7,3,1024,8,1:1,30464,1255991,3810,0,0,0,1,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,74,2,0,bootstrap,1,0,1,7,3,1024,8,1:1,11456,580325,1437,0,0,0,1,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,79,2,1,fresh,1,4,1,7,2,1024,4,2:1,12376,585267,1563,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,83,3,0,bootstrap,1,0,1,7,3,1024,8,1:1,8448,363494,1062,0,0,0,1,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,92,3,2,fresh,1,4,1,7,2,1024,4,3:1,8968,367120,1137,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,93,3,1,fresh,1,4,1,7,2,1024,4,2:2,8824,366430,1115,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,97,16,0,bootstrap,1,0,1,7,3,1024,8,1:1,5568,275205,700,0,0,0,1,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,109,16,1,fresh,1,4,1,7,2,1024,4,2:3,5912,277149,758,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,110,16,2,fresh,1,4,1,7,2,1024,4,3:2,6008,277359,769,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,112,16,3,fresh,1,4,1,7,2,1024,4,4:1,6240,277599,800,0,4,4,3,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,113,16,4,bootstrap,1,0,1,7,3,1024,8,1:1,6144,275624,770,0,0,0,1,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,126,16,6,fresh,1,4,1,7,2,1024,4,3:3,5920,276435,759,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,127,16,7,fresh,1,4,1,7,2,1024,4,4:2,6560,275817,838,0,4,4,3,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,128,16,5,fresh,1,4,1,7,2,1024,4,2:4,6096,275922,777,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,129,16,8,bootstrap,1,0,1,7,3,1024,8,1:1,6848,268993,859,0,0,0,1,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,142,16,10,fresh,1,4,1,7,2,1024,4,3:4,7096,270033,906,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,143,16,9,fresh,1,4,1,7,2,1024,4,2:5,6656,270261,850,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,144,16,11,fresh,1,4,1,7,2,1024,4,4:3,7080,271150,905,0,4,4,3,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,145,16,12,bootstrap,1,0,1,7,3,1024,8,1:1,5824,268098,733,0,0,0,2,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,158,16,14,fresh,1,4,1,7,2,1024,4,3:5,6520,274126,836,0,4,4,1,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,159,16,13,fresh,1,4,1,7,2,1024,4,2:6,5512,274344,708,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,160,16,15,fresh,1,4,1,7,2,1024,4,4:4,7264,275385,930,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,164,4,0,bootstrap,1,0,1,7,3,1024,8,1:1,5696,277491,714,0,0,0,2,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,175,4,3,fresh,1,4,1,7,2,1024,4,4:5,6064,278668,774,0,4,4,3,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,178,4,1,fresh,1,4,1,7,2,1024,4,2:7,6040,279083,770,0,4,4,0,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,179,4,2,fresh,1,4,1,7,2,1024,4,3:6,6552,278839,834,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,183,44,0,bootstrap,1,0,1,7,3,1024,8,1:1,5760,268726,723,0,0,0,2,0,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,196,44,3,fresh,1,4,1,7,2,1024,4,4:6,6136,271104,785,0,4,4,3,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,197,44,2,fresh,1,4,1,7,2,1024,4,3:7,6376,270622,812,0,4,4,2,4,0,0,0,1,,,
agentos-advanced-figures-20260811,raw/serial/agent-eevdf-boot-06.txt,66c8b620617ba355ce50a39f269b9f302f88d3d02b624801b343524e5b25795e,6,198,44,1,fresh,4,4,1,7,2,1024,4,2:8,5936,294154,781,0,4,4,1,4,0,0,0,1,,,
